list_name,name,label,admin1,admin2,admin3,admin4,facility_code,lat,lng,pcode
admin4,PH1380601161,BARANGAY 161,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601162,BARANGAY 162,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601163,BARANGAY 163,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601164,BARANGAY 164,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601165,BARANGAY 165,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601166,BARANGAY 166,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601167,BARANGAY 167,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601168,BARANGAY 168,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601169,BARANGAY 169,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601170,BARANGAY 170,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601171,BARANGAY 171,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601172,BARANGAY 172,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601173,BARANGAY 173,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601174,BARANGAY 174,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601175,BARANGAY 175,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601176,BARANGAY 176,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601177,BARANGAY 177,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601178,BARANGAY 178,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601179,BARANGAY 179,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601180,BARANGAY 180,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601181,BARANGAY 181,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601182,BARANGAY 182,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601183,BARANGAY 183,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601184,BARANGAY 184,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601185,BARANGAY 185,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601186,BARANGAY 186,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601187,BARANGAY 187,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601188,BARANGAY 188,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601189,BARANGAY 189,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601190,BARANGAY 190,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601191,BARANGAY 191,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601192,BARANGAY 192,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601193,BARANGAY 193,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601194,BARANGAY 194,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601195,BARANGAY 195,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601196,BARANGAY 196,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601197,BARANGAY 197,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601198,BARANGAY 198,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601199,BARANGAY 199,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601200,BARANGAY 200,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601201,BARANGAY 201,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601202,BARANGAY 202,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601203,BARANGAY 202-A,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601204,BARANGAY 203,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601205,BARANGAY 204,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601206,BARANGAY 205,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601207,BARANGAY 206,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601208,BARANGAY 207,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601209,BARANGAY 208,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601210,BARANGAY 209,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601211,BARANGAY 210,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601212,BARANGAY 211,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601213,BARANGAY 212,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601214,BARANGAY 213,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601215,BARANGAY 214,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601216,BARANGAY 215,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601217,BARANGAY 216,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601218,BARANGAY 217,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601219,BARANGAY 218,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601220,BARANGAY 219,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601221,BARANGAY 220,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601222,BARANGAY 221,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601223,BARANGAY 222,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601224,BARANGAY 223,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601225,BARANGAY 224,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601226,BARANGAY 225,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601227,BARANGAY 226,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601228,BARANGAY 227,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601229,BARANGAY 228,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601230,BARANGAY 229,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601231,BARANGAY 230,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601232,BARANGAY 231,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601233,BARANGAY 232,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601234,BARANGAY 233,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601235,BARANGAY 234,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601236,BARANGAY 235,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601237,BARANGAY 236,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601238,BARANGAY 237,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601239,BARANGAY 238,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601240,BARANGAY 239,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601241,BARANGAY 240,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601242,BARANGAY 241,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601243,BARANGAY 242,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601244,BARANGAY 243,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601245,BARANGAY 244,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601246,BARANGAY 245,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601247,BARANGAY 246,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601248,BARANGAY 247,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601249,BARANGAY 248,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601250,BARANGAY 249,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601251,BARANGAY 250,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601252,BARANGAY 251,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601253,BARANGAY 252,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601254,BARANGAY 253,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601255,BARANGAY 254,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601256,BARANGAY 255,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601257,BARANGAY 256,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601258,BARANGAY 257,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601259,BARANGAY 258,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601260,BARANGAY 259,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601261,BARANGAY 260,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601262,BARANGAY 261,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601263,BARANGAY 262,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601264,BARANGAY 263,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601265,BARANGAY 264,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601266,BARANGAY 265,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601267,BARANGAY 266,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380601268,BARANGAY 267,PH1300000000,PH1380600000,PH1380601000,,,,,
admin4,PH1380602001,BARANGAY 287,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602002,BARANGAY 288,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602003,BARANGAY 289,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602004,BARANGAY 290,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602005,BARANGAY 291,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602006,BARANGAY 292,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602007,BARANGAY 293,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602008,BARANGAY 294,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602009,BARANGAY 295,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380602010,BARANGAY 296,PH1300000000,PH1380600000,PH1380602000,,,,,
admin4,PH1380603003,BARANGAY 383,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603004,BARANGAY 384,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603005,BARANGAY 385,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603006,BARANGAY 386,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603007,BARANGAY 387,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603008,BARANGAY 388,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603009,BARANGAY 389,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603010,BARANGAY 390,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603011,BARANGAY 391,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603012,BARANGAY 392,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603013,BARANGAY 393,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603014,BARANGAY 394,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603015,BARANGAY 306,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603016,BARANGAY 307,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603017,BARANGAY 308,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380603018,BARANGAY 309,PH1300000000,PH1380600000,PH1380603000,,,,,
admin4,PH1380604001,BARANGAY 268,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604002,BARANGAY 269,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604003,BARANGAY 270,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604004,BARANGAY 271,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604005,BARANGAY 272,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604006,BARANGAY 273,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604007,BARANGAY 274,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604008,BARANGAY 275,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604009,BARANGAY 276,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604014,BARANGAY 281,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604015,BARANGAY 282,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604016,BARANGAY 283,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604017,BARANGAY 284,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604018,BARANGAY 285,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380604019,BARANGAY 286,PH1300000000,PH1380600000,PH1380604000,,,,,
admin4,PH1380605001,BARANGAY 297,PH1300000000,PH1380600000,PH1380605000,,,,,
admin4,PH1380605002,BARANGAY 298,PH1300000000,PH1380600000,PH1380605000,,,,,
